proba	true_label
0.27339444	0
0.020574674	0
0.6714112	0
0.023935774	0
0.025509201	0
0.02182814	0
0.024037194	0
0.019571843	0
0.1688087	0
0.13131781	1
0.018913256	0
0.01997137	0
0.8582784	1
0.019571843	0
0.02828326	0
0.019571843	0
0.052572098	0
0.047873896	0
0.026072647	0
0.035946473	0
0.023398774	0
0.075454675	0
0.3036112	0
0.019373031	0
0.019571843	0
0.5842444	1
0.11976652	0
0.46023393	0
0.020215703	0
0.019571843	0
0.021949766	0
0.45507875	0
0.16654408	1
0.79639953	1
0.056061447	0
0.019977538	0
0.06849186	0
0.020237051	0
0.3501345	1
0.019571843	0
0.024202619	0
0.06940798	0
0.043843027	0
0.023036692	0
0.023854032	0
0.8403414	1
0.72177285	1
0.028440408	0
0.96693945	1
0.1767076	0
0.019571843	0
0.025897168	0
0.019571843	0
0.16142973	0
0.019571843	0
0.02447305	0
0.02327092	0
0.945002	1
0.03405577	0
0.04900759	0
0.019571843	0
0.79153895	0
0.9834843	1
0.8402194	1
0.019571843	0
0.019571843	0
0.0154399695	0
0.027805934	0
0.02862527	0
0.019571843	0
0.019571843	0
0.025819562	0
0.023965301	0
0.020872636	0
0.025012258	0
0.019810017	0
0.9682234	1
0.019571843	0
0.75852406	1
0.954242	1
0.027722139	0
0.023253629	0
0.019571843	0
0.19412886	1
0.08499888	0
0.021639114	0
0.027087944	0
0.02305979	0
0.020582402	0
0.022469083	0
0.020582402	0
0.7481875	1
0.026062543	0
0.9803647	1
0.8620594	1
0.120587766	0
0.023336925	0
0.4350358	0
0.06307738	0
0.034603775	0
0.019810017	0
0.021404486	0
0.044342257	0
0.79437894	1
0.048500996	0
0.5774992	1
0.9717677	1
0.025424981	0
0.021357145	0
0.09579712	0
0.9223301	1
0.07094812	0
0.018913256	0
0.019571843	0
0.021709936	0
0.33784512	1
0.9716115	1
0.7186779	1
0.02327092	0
0.2794123	0
0.021286964	0
0.025436562	0
0.9649949	1
0.5302214	1
0.06337223	0
0.019571843	0
0.030797318	0
0.9570492	1
0.057817094	0
0.91532093	1
0.048500996	0
0.04497069	0
0.020805042	0
0.02327092	0
0.029142275	0
0.051855188	0
0.12698062	0
0.023103766	1
0.025971357	0
0.019571843	0
0.046488605	0
0.8948177	1
0.01608532	0
0.21175645	1
0.022469083	0
0.020805042	0
0.15714747	0
0.9152792	0
0.019571843	0
0.021357145	0
0.021357145	0
0.019571843	0
0.10229331	0
0.045895327	0
0.019571843	0
0.13459016	0
0.02148952	0
0.044342257	0
0.017025292	0
0.9430347	1
0.29863724	0
0.41494226	0
0.80445653	1
0.60789007	1
0.019571843	0
0.019571843	0
0.4573877	0
0.019571843	0
0.9819099	1
0.5675534	1
0.664734	1
0.19581771	1
0.019571843	0
0.020386867	0
0.9491874	1
0.021286964	0
0.033977464	0
0.022469083	0
0.019571843	0
0.18612315	1
0.019571843	1
0.023336925	0
0.046560388	0
0.020925255	1
0.019571843	0
0.019571843	0
0.023143813	0
0.027369143	1
0.110200495	0
0.023503246	0
0.03338376	0
0.1004823	0
0.01997137	0
0.02477582	0
0.036768623	0
0.026843654	0
0.15834571	0
0.9636241	1
0.02982248	0
0.025712213	0
0.075313345	0
0.12801608	0
0.042516444	0
0.05434109	0
0.4930925	0
0.25804245	0
0.019571843	0
0.9399368	1
0.44631305	1
0.021286964	0
0.021968959	0
0.5930739	1
0.13588019	0
0.040106557	0
0.025176385	0
0.15532462	1
0.019571843	1
0.020697033	0
0.036445897	0
0.03295806	0
0.019571843	0
0.10420066	0
0.23647462	1
0.38162178	0
0.019571843	0
0.060659647	0
0.3064262	0
0.052169546	0
0.021357145	0
0.025583535	0
0.6000218	1
0.0833461	1
0.036208894	0
0.019571843	0
0.075986706	0
0.047263358	0
0.84591097	1
0.06604813	1
0.9382904	1
0.3214754	1
0.11220655	1
0.03229643	0
0.49371916	0
0.8938394	1
0.022327421	0
0.020237051	0
0.03280132	0
0.9427237	1
0.019571843	0
0.063477136	0
0.027106008	0
0.2908272	0
0.6890394	1
0.9177113	1
0.58066046	1
0.043423664	0
0.07094812	0
0.01956796	0
0.022349956	0
0.060380712	0
0.02011692	0
0.022499938	0
0.47980112	0
0.019571843	0
0.9762323	1
0.025436562	0
0.16107263	0
0.019571843	0
0.020238847	0
0.030556586	1
0.019571843	0
0.019571843	0
0.021357145	0
0.019571843	0
0.5195479	0
0.04902167	0
0.023336925	0
0.099980235	0
0.29525384	0
0.07905236	0
0.019571843	0
0.034991708	0
0.03694412	0
0.06415501	1
0.048500996	0
0.063025594	0
0.019571843	0
0.027187828	0
0.024716992	0
0.019571843	0
0.04904605	0
0.8015582	1
0.02327092	0
0.10821242	0
0.019571843	1
0.023336925	0
0.69764805	1
0.030044919	0
0.3531159	0
0.8931622	0
0.06539134	0
0.0768571	1
0.14813806	0
0.020582402	0
0.019571843	0
0.0586023	0
0.26689598	0
0.97128785	0
0.7659272	1
0.3542196	0
0.021357145	0
0.019571843	0
0.02043426	0
0.021286964	0
0.3456362	0
0.021357145	0
0.023658402	0
0.019571843	0
0.18144323	0
0.05448425	0
0.022654925	0
0.95431125	1
0.02078665	0
0.021968959	0
0.82953084	1
0.018366456	0
0.045895327	0
0.031371776	0
0.9716115	0
0.13036928	0
0.8982664	1
0.023091067	0
0.048500996	0
0.036768623	0
0.5259742	0
0.7526084	0
0.023253629	0
0.024690546	0
0.048500996	0
0.023336925	0
0.02210078	0
0.6615653	1
0.9620292	1
0.6013982	0
0.044342257	0
0.9408805	1
0.022926554	0
0.32501635	1
0.048500996	0
0.02148952	0
0.023131771	0
0.365085	0
0.019571843	0
0.019571843	0
0.07928565	0
0.019571843	0
0.049807347	0
0.02616738	0
0.022316005	0
0.019571843	0
0.7672742	0
0.019977538	0
0.44868082	0
0.047177285	0
0.04019841	0
0.022349956	0
0.019571843	0
0.02353199	1
0.023398774	0
0.03408717	1
0.010442779	0
0.9079721	1
0.020238847	0
0.019571843	0
0.14711912	0
0.25456455	0
0.32935086	1
0.022948464	0
0.019571843	0
0.236487	1
0.94199735	1
0.8754036	1
0.044342257	0
0.71198237	1
0.96752596	1
0.51726556	0
0.9362183	0
0.94355524	1
0.019602979	0
0.8771068	1
0.021357145	0
0.82352185	1
0.019571843	0
0.7245023	1
0.02327092	0
0.9581578	1
0.022604713	0
0.89447427	1
0.019571843	0
0.021286964	0
0.018913256	0
0.02573702	0
0.5929833	0
0.9625945	1
0.3279693	1
0.8943429	1
0.16956301	0
0.019810017	0
0.14591543	0
0.021852648	0
0.041542273	0
0.021286964	0
0.018913256	0
0.021357145	0
0.022723516	0
0.42508438	1
0.05271787	0
0.048500996	0
0.021357145	0
0.2851795	1
0.019571843	0
0.02327092	0
0.025649723	0
0.040157843	0
0.044342257	0
0.019571843	0
0.077414624	0
0.019571843	0
0.027805934	0
0.020643169	0
0.024846615	0
0.022316005	0
0.048500996	0
0.9647512	1
0.023846148	0
0.058730803	0
0.021852648	0
0.972818	1
0.7975382	1
0.019571843	0
0.019571843	0
0.89201003	1
0.7920931	1
0.035770953	0
0.16456507	0
0.027917404	0
0.048500996	0
0.019571843	0
0.14271493	1
0.90502083	1
0.025436562	0
0.019571843	0
0.90505606	1
0.02951137	0
0.021286964	0
0.019571843	0
0.86792403	1
0.9837378	1
0.9315531	1
0.024554204	0
0.029078636	0
0.02327092	0
0.02327092	0
0.05567448	0
0.019571843	0
0.4161673	0
0.06711592	0
0.031757165	0
0.026121669	0
0.024537807	0
0.8621086	1
0.9005032	1
0.03350855	1
0.0284454	0
0.025509201	0
0.60400003	1
0.022249913	0
0.024164988	0
0.40876046	0
0.07515913	0
0.07094532	0
0.019571843	0
0.042709406	0
0.019494914	0
0.81250924	0
0.021006217	0
0.9381712	1
0.88074833	1
0.030181672	1
0.26728135	0
0.22799987	0
0.024429005	0
0.8645595	0
0.42764276	0
0.023917079	0
0.021357145	0
0.7655409	1
0.024024893	0
0.13731837	0
0.920529	1
0.019571843	0
0.020237051	0
0.12032571	0
0.026767312	0
0.044342257	0
0.77868086	1
0.026843654	0
0.791209	1
0.86576	1
0.024080431	0
0.030946413	0
0.0785705	0
0.02327092	0
0.02306209	0
0.055846494	0
0.10637657	0
0.11526868	0
0.045895327	0
0.13162714	1
0.06581372	0
0.044342257	0
0.019571843	0
0.019571843	0
0.11220655	1
0.5073644	0
0.79220605	1
0.72501665	1
0.020118976	0
0.020801717	0
0.019571843	0
0.019571843	0
0.26747853	0
0.021852648	0
0.019571843	0
0.6770439	0
0.9586642	1
0.02350259	0
0.021008909	0
0.021286964	0
0.02202755	0
0.47337726	0
0.06539134	0
0.18668143	1
0.027670443	0
0.02148952	0
0.8741445	1
0.019571843	0
0.021612408	0
0.027402606	0
0.025702253	0
0.019571843	0
0.92274356	1
0.8701541	1
0.96876836	1
0.3924659	0
0.023768105	0
0.97477394	1
0.03597555	1
0.9502568	1
0.023336925	0
0.02347645	0
0.018913256	0
0.021547	0
0.69625074	1
0.97719985	1
0.024846615	0
0.024164988	0
0.023336925	0
0.019571843	0
0.020238847	0
0.86322284	1
0.021949766	0
0.12319507	0
0.01997137	0
0.048500996	0
0.020950843	0
0.78824097	1
0.6544207	1
0.5208902	0
0.7346805	1
0.0291819	0
0.024423124	0
0.09454152	0
0.048500996	0
0.037125174	0
0.8140708	1
0.02210078	0
0.025424981	0
0.024305156	0
0.02535257	0
0.18239899	1
0.023253629	0
0.6393893	1
0.021734353	0
0.04942303	0
0.019571843	0
0.5771035	0
0.053774904	0
0.42119473	0
0.019571843	0
0.14767735	0
0.019571843	0
0.024167128	0
0.023540396	0
0.022529868	0
0.92934346	1
0.019571843	0
0.017794587	0
0.020238847	0
0.023778126	0
0.05826578	0
0.02327092	0
0.9851349	1
0.9691498	1
0.33282053	0
0.029111752	0
0.063514374	0
0.025424981	0
0.023261184	0
0.019571843	0
0.08554041	0
0.14486246	0
0.4537064	1
0.049057666	0
0.020237051	0
0.94495666	1
0.8702017	1
0.47442517	1
0.019571843	0
0.023261184	0
0.044342257	0
0.012037029	0
0.6627627	1
0.814428	0
0.9469293	1
0.025115728	0
0.8908639	1
0.047575317	0
0.759381	1
0.024078269	0
0.021357145	0
0.07436964	1
0.048204478	0
0.04053202	0
0.07000151	0
0.019571843	0
0.019571843	0
0.025315989	1
0.554654	1
0.021357145	0
0.023336925	0
0.044840883	0
0.039460003	0
0.019571843	0
0.45708805	0
0.022829222	0
0.044342257	0
0.056736656	0
0.019571843	0
0.9145459	1
0.019571843	0
0.77710325	1
0.045297455	0
0.5431415	1
0.017525759	0
0.8344396	1
0.029591963	0
0.8957165	1
0.10131941	0
0.01956796	0
0.71261966	1
