proba	true_label
0.48076925	0
0.55703956	1
0.15395965	0
0.031834055	0
0.27905458	0
0.20495014	0
0.11766627	0
0.033671003	0
0.028730713	0
0.09115583	0
0.07969987	0
0.028379172	0
0.027995126	0
0.03022722	0
0.028654413	0
0.028860616	0
0.02930277	0
0.4875616	1
0.2399956	1
0.15822636	0
0.2404808	0
0.15518346	0
0.028379172	1
0.027458318	0
0.29754376	0
0.21485038	1
0.028498199	0
0.029242033	0
0.02940312	0
0.025913522	0
0.028379172	0
0.030770486	0
0.07636555	0
0.07385092	0
0.02947672	0
0.4154451	0
0.16738302	0
0.028528374	1
0.08406906	0
0.15078571	0
0.032814488	0
0.02947672	0
0.028379172	0
0.5334902	1
0.55671805	1
0.24299744	0
0.028528374	0
0.028379172	0
0.028550798	0
0.028379172	0
0.028506678	0
0.028379172	0
0.033837333	0
0.028379172	0
0.1539044	0
0.22032377	0
0.02765617	0
0.028379172	0
0.4236678	1
0.028708609	0
0.029225595	0
0.13687564	0
0.028379172	0
0.22223698	0
0.028379172	0
0.07508399	0
0.08962817	0
0.4148431	1
0.028211273	0
0.41038135	1
0.09297385	0
0.028580166	0
0.028379172	0
0.17471017	0
0.15251194	0
0.11000413	0
0.3573793	0
0.18957534	1
0.028211273	0
0.028753063	0
0.033671003	0
0.14178404	0
0.029728355	0
0.13454732	0
0.028379172	0
0.5962224	1
0.027992155	1
0.7105025	1
0.22196181	0
0.033671003	0
0.028379172	0
0.18336828	0
0.24566533	0
0.23132502	0
0.16728425	1
0.110982604	0
0.18927719	0
0.028174717	0
0.48330078	1
0.029487446	0
0.028379172	0
0.5148651	0
0.029050676	0
0.029242033	0
0.21454388	0
0.02881294	0
0.7502813	1
0.16819303	0
0.27677435	0
0.028174717	0
0.49701524	1
0.2877075	0
0.029915435	0
0.028379172	1
0.028211273	0
0.028590318	0
0.4055889	1
0.25857902	1
0.02857483	0
0.5060657	0
0.029487446	0
0.19605249	0
0.028379172	0
0.028379172	0
0.25489113	1
0.029056717	0
0.033671003	0
0.7799679	1
0.090215355	0
0.02857983	1
0.02490982	0
0.15618081	0
0.028379172	0
0.22767976	1
0.19140342	0
0.028847106	0
0.46722966	1
0.3458356	1
0.07516489	0
0.08673985	0
0.028454049	0
0.0781258	0
0.028357597	0
0.02795872	0
0.029270025	0
0.025212055	1
0.14999181	0
0.27031013	0
0.028379172	0
0.028379172	0
0.028499845	0
0.123418346	0
0.6254712	0
0.02823499	0
0.028597975	0
0.1859975	0
0.027753903	0
0.1069383	0
0.026452782	1
0.4640018	0
0.2196537	0
0.0751596	0
0.25592473	1
0.02875505	0
0.12428944	0
0.028528374	0
0.028528374	0
0.43223664	1
0.028597975	1
0.12986983	0
0.20301157	0
0.11274678	0
0.1435717	0
0.028379172	0
0.028211273	1
0.38921052	1
0.029081868	0
0.02972942	0
0.027769001	0
0.02814182	0
0.027508564	0
0.15454687	0
0.028855925	0
0.028379172	0
0.3365066	1
0.028379172	0
0.02938394	0
0.23643728	0
0.02875963	0
0.032931186	0
0.29614222	0
0.027503347	0
0.109370455	0
0.028379172	0
0.7809117	1
0.030363481	0
0.17350747	0
0.21790195	0
0.3443614	0
0.027533373	0
0.7416816	1
0.028379172	1
0.11953405	0
0.17474627	0
0.38082817	0
0.026607392	0
0.12669003	0
0.1931869	0
0.19106308	0
0.23352157	0
0.02966186	0
0.02792368	0
0.02918708	0
0.028379172	0
0.1687037	0
0.028379172	0
0.18601264	1
0.02938394	0
0.3066042	0
0.105616115	1
0.029910937	0
0.45307517	0
0.029725432	0
0.028379172	0
0.02938394	0
0.3195625	0
0.028379172	0
0.07516489	0
0.038286105	0
0.028379172	0
0.07561117	0
0.027796267	0
0.03376516	0
0.21256913	0
0.024288548	0
0.124779284	0
0.028379172	0
0.34370044	0
0.19720674	0
0.15288153	0
0.028597975	0
0.14585467	1
0.028275838	0
0.6372552	1
0.029242033	0
0.22703555	0
0.028379172	0
0.028890926	0
0.32384777	0
0.033671003	0
0.02938394	0
0.028379172	0
0.02829433	0
0.027893176	0
0.026777884	0
0.029242033	0
0.02913947	0
0.6887591	1
0.43524426	0
0.02813593	0
0.027269948	0
0.3732632	1
0.5508757	1
0.22395667	0
0.08817462	0
0.029242033	0
0.028861592	0
0.028764265	0
0.07508399	0
0.028597975	0
0.028379172	0
0.5751904	1
0.62023115	1
0.20663057	0
0.033671003	0
0.09308944	0
0.16151896	0
0.117922716	0
0.16310619	0
0.028611708	0
0.15778227	0
0.20630889	1
0.027585741	0
0.030159572	0
0.02875505	0
0.029242033	0
0.19008493	0
0.20276184	0
0.028708609	0
0.02875505	0
0.028576784	0
0.18545295	0
0.18447764	1
0.23579563	0
0.030859536	0
0.028089568	0
0.02611564	0
0.5125242	0
0.028379172	0
0.20470954	1
0.21061063	0
0.3503768	0
0.028379172	0
0.44212967	1
0.17440528	1
0.57601774	1
