proba	true_label
0.009953766	0
0.009953766	0
0.011643397	0
0.009953766	0
0.009953771	0
0.009953766	0
0.009953771	0
0.011643393	0
0.011643397	0
0.011643387	0
0.011643397	0
0.011643393	0
0.009953771	0
0.009953771	0
0.009953771	0
0.009953771	0
0.011643397	0
0.011643393	0
0.011643387	0
0.011643397	0
0.011643397	0
0.009953771	0
0.011643397	0
0.011643387	0
0.009953771	0
0.011643397	0
0.011643397	0
0.009953766	0
0.011643397	0
0.0073892213	0
0.011643387	0
0.009953766	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643397	0
0.012639562	0
0.011643393	0
0.009953771	0
0.011643387	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953771	0
0.011643397	0
0.011643393	0
0.009953766	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953766	0
0.011643397	0
0.009953766	0
0.009953766	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643397	0
0.009953766	0
0.010799228	0
0.011643397	0
0.011643397	0
0.01262315	0
0.009953771	0
0.009953766	0
0.009953771	0
0.009953766	0
0.011643387	0
0.011643397	0
0.009953766	0
0.011643397	0
0.009953766	0
0.009953771	0
0.008518992	0
0.009953771	0
0.009953766	0
0.011643393	0
0.009953771	0
0.009953771	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643397	0
0.009953771	0
0.009953766	0
0.007374993	0
0.011643397	0
0.011643397	0
0.009953771	0
0.011643397	0
0.011643397	0
0.010792924	0
0.011643397	0
0.011643397	0
0.009953766	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953766	0
0.011643397	0
0.011643393	0
0.011643397	0
0.011643397	0
0.010868078	0
0.009953766	0
0.009953766	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953771	0
0.0127113685	0
0.011643397	0
0.011643397	0
0.009953766	0
0.011643397	0
0.011643397	0
0.009953766	0
0.009953771	0
0.009953771	0
0.009953771	0
0.009953771	0
0.009953771	0
0.009953771	0
0.011643393	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643387	0
0.011643397	0
0.011643397	0
0.009953766	0
0.009953771	0
0.012618411	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643387	0
0.009953771	0
0.011643387	1
0.011643397	0
0.009953766	0
0.009953766	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953766	0
0.012643259	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953771	0
0.0073935734	0
0.011643397	0
0.011643387	0
0.009953771	0
0.011643393	0
0.011643397	0
0.009953766	0
0.009953766	0
0.011643397	0
0.009953766	0
0.011643397	0
0.011643397	0
0.009953771	0
0.011643397	0
0.0063210945	0
0.009953771	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643397	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953771	0
0.011643387	0
0.009953766	0
0.009953771	0
0.011643393	0
0.009953766	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953766	0
0.009953766	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953771	0
0.011643393	0
0.009953771	0
0.011643387	0
0.011643397	0
0.009953771	0
0.009953771	0
0.0063165342	0
0.009953771	0
0.011643397	0
0.009953771	0
0.00737438	0
0.009953771	0
0.009953771	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953766	0
0.009953771	0
0.009953771	0
0.011643397	0
0.01006517	0
0.009953766	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643393	0
0.011643397	0
0.0126555385	0
0.006317695	0
0.011643397	0
0.009953771	0
0.009953771	0
0.010755712	0
0.009953771	0
0.0085624475	0
0.009953771	0
0.009953771	0
0.009953766	0
0.009953771	0
0.009953766	0
0.009953771	0
0.011643397	0
0.009953766	0
0.009953766	0
0.009953766	0
0.009953771	0
0.011643397	0
0.009953766	0
0.009953766	0
0.009953771	0
0.011643397	0
0.010892217	0
0.009953766	0
0.009953771	0
0.011643397	0
0.011643397	0
0.009953766	0
0.009953766	0
0.011643393	0
0.009953771	0
0.011643397	0
0.011643397	0
0.011643397	0
0.0073892213	0
0.012598633	0
0.009953766	0
0.011643397	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953766	0
0.009953766	0
0.011643397	0
0.009953766	0
0.009953766	0
0.011643397	0
0.009953771	0
0.009953766	0
0.009953766	0
0.009953771	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953771	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953766	0
0.009953766	0
0.009953771	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953771	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953766	0
0.009953766	0
0.009953771	0
0.011643393	0
0.009953766	0
0.006312991	0
0.011643397	0
0.009953766	0
0.011643397	0
0.011643387	1
0.009953771	0
0.011643397	0
0.009953771	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953766	0
0.009953771	0
0.009953771	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953766	0
0.009953766	0
0.011643397	0
0.011643397	0
0.011643397	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953771	0
0.009953771	0
0.011643397	0
0.009953771	0
0.011643387	0
0.009953766	0
0.009953771	0
0.009953766	0
0.011643397	0
0.012634349	0
0.009953771	0
0.011643397	0
0.011643397	0
0.011643397	0
0.012608044	0
0.009953771	0
0.011643397	0
0.009953766	0
0.009953771	0
0.011643387	0
0.011643397	0
0.012639318	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953766	0
0.011643397	0
0.009953771	0
0.011643397	0
0.009953771	0
0.011643397	0
0.011643397	0
0.011643387	0
0.009953766	0
0.009953771	0
0.011643397	0
0.009953766	0
0.0073827193	0
0.011643397	0
